run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_pretrained_checkpoint_path,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_time_dim,config_dropout_rate,config_freeze_encoder,config_learned_sinusoidal_dim,config_depth,config_chpt_path,config_embed_dim,config_mlp_ratio,config_num_heads,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch,config_dinov2_model_name,config_slice_aggregation,config_hidden_dim,config_image_size,config_patch_size
7245182291.54825-87804f29-6c79,resenc_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_09-23-59,finished,2025-08-10T09:24:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245182291.54825-87804f29-6c79,,8a25a2b1-8eb3-40f2-ac64-01c753a6153d,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,0.2,0.5306730270385742,0.48731499910354614,0.5,0.33076924085617065,0.694720983505249,0.667129635810852,0.6878381967544556,0.642875611782074,0.6428819894790649,0.6715285778045654,0.5287318825721741,0.515841007232666,0.5066244006156921,0.4902614951133728,0.6925279498100281,36818.0,900.0,1754854688.9673398,180.0,6.746583127731344e-09,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,
7245182123.33938-f1eeba04-e780,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_09-26-42,finished,2025-08-10T09:27:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245182123.33938-f1eeba04-e780,,ec1bf71a-e6ac-4c92-bb05-6021973f35b7,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.5417953133583069,0.5454545617103577,0.4878435730934143,0.3608163297176361,0.7020886540412903,0.753383994102478,0.7705882787704468,0.7168713808059692,0.7164038419723511,0.6186074018478394,0.545976996421814,0.539170503616333,0.5109447240829468,0.5067106485366821,0.7468613386154175,39156.0,1000.0,1754857193.2929578,200.0,3.8076210902182585e-09,11800.0,,,,,,,,,,,,,,,,,,,,,,,,,
7245181711.19199-2d4c71cc-e595,resenc_time_conditioned_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_09-33-38,finished,2025-08-10T09:35:29Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245181711.19199-2d4c71cc-e595,,9f5a0add-2454-426d-8db8-e0b7fb8ea2f7,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,0.5247507095336914,0.4550740122795105,0.5,0.33076924085617065,0.6948191523551941,0.6436238288879395,0.669175386428833,0.653781533241272,0.6459556818008423,0.6598791480064392,0.4939863681793213,0.4627016186714173,0.476670503616333,0.4744252860546112,0.73799729347229,37218.0,1000.0,1754855745.9978273,200.0,3.8076210902182585e-09,23400.0,256.0,0.5,False,64.0,,,,,,,,,,,,,,,,,,,,,
7245181560.33870-6a7fdc9e-ef29,resenc_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_09-36-15,finished,2025-08-10T09:36:53Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245181560.33870-6a7fdc9e-ef29,,f359c2c3-4082-4088-bfa7-e0ff5f7790ee,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,0.2,0.48690980672836304,0.46405917406082153,0.5,0.33076924085617065,0.6949353814125061,0.7008025646209717,0.7194293737411499,0.6976636648178101,0.6979629993438721,0.6426626443862915,0.5001412034034729,0.4807027578353882,0.4199308753013611,0.3901103138923645,0.734315812587738,47226.0,900.0,1754865839.9881938,180.0,6.746583127731344e-09,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,
7245181921.66007-012afbbd-1c2b,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_09-36-32,finished,2025-08-10T09:36:58Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245181921.66007-012afbbd-1c2b,,780d25f0-66bd-429e-a9ee-e8106748bb9f,t-jiachentu,False,0,Classification,180.0,False,ResEncoderMultiModal_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.4824191927909851,0.439217746257782,0.4886363744735718,0.33076924085617065,0.7291310429573059,0.835163950920105,0.8416104912757874,0.772148847579956,0.7720240950584412,0.5727220773696899,0.5376949310302734,0.5135368704795837,0.5,0.49967658519744873,0.822727620601654,35597.0,900.0,1754854214.057269,180.0,6.746583127731344e-09,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,
7245181215.27078-43d2edba-3727,resenc_MDAE_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_09-42-23,finished,2025-08-10T09:43:00Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245181215.27078-43d2edba-3727,,5448b84f-f1cb-419a-b97f-a5b4021e13ee,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_RandomMask_BottleneckCorruption_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.5433316826820374,0.4830866754055023,0.4849365949630738,0.4646519720554352,0.7028494477272034,0.8215302228927612,0.821765661239624,0.7461076974868774,0.7461076974868774,0.5860213041305542,0.4973825514316559,0.4881912469863891,0.5109447240829468,0.5067106485366821,0.8017566204071045,45297.0,900.0,1754864277.799638,180.0,6.746583127731344e-09,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,
7245180582.44248-3263f10d-dc28,resenc_MG_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_09-52-21,finished,2025-08-10T09:52:58Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245180582.44248-3263f10d-dc28,,607a0906-afbf-4846-a18b-77c15d731ffc,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-MG/checkpoint_final.pth,,0.2,0.5851762294769287,0.5832452774047852,0.5774312615394592,0.5509834289550781,0.7173514366149902,0.9599335193634032,0.9593313932418824,0.9026225805282592,0.9030580520629884,0.4454860985279083,0.5960047841072083,0.5733007192611694,0.5429147481918335,0.5422413945198059,0.9206087589263916,38358.0,900.0,1754857935.6805303,180.0,6.746583127731344e-09,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,
7245180885.27886-3b50d678-9ec1,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_09-53-01,crashed,2025-08-10T09:53:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245180885.27886-3b50d678-9ec1,,b8677bb1-48a1-464b-9962-56a41a6142a4,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245180262.66378-0242237c-0f59,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_10-03-21,crashed,2025-08-10T10:03:46Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245180262.66378-0242237c-0f59,,17ff56ad-69d9-4054-83d2-785b0e29eddf,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245179559.57902-2878f3f8-7aae,resenc_SimCLR_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_10-09-25,crashed,2025-08-10T10:09:54Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245179559.57902-2878f3f8-7aae,,74b391ce-f599-42c6-b461-27b4b8101858,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245179194.48685-451ceb4b-cd61,resenc_SwinUNETR_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_10-15-56,crashed,2025-08-10T10:16:24Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245179194.48685-451ceb4b-cd61,,c41119d2-cb57-46d6-b104-fba071ba514a,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245178833.90614-85223035-9c5f,resenc_time_conditioned_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_10-22-16,finished,2025-08-10T10:24:53Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245178833.90614-85223035-9c5f,,23dcf8f0-090e-4d39-9cc6-6c5241d6cadb,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,0.4997178018093109,0.4690803289413452,0.5,0.33076924085617065,0.6965304613113403,0.5746685862541199,0.5927602052688599,0.5855111479759216,0.5852850079536438,0.6822038888931274,0.4901081919670105,0.4727822542190552,0.5037442445755005,0.5014568567276001,0.7052876949310303,46502.0,1000.0,1754867991.7784953,200.0,3.8076210902182585e-09,23400.0,256.0,0.5,False,64.0,,,,,,,,,,,,,,,,,,,,,
7245178493.07000-0703f79b-b76f,resenc_VF_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_10-31-15,finished,2025-08-10T10:31:42Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245178493.07000-0703f79b-b76f,,fe3cad5a-fe2c-4a26-938e-4e318520f184,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VF/checkpoint_final.pth,,0.2,0.5366947650909424,0.5280126929283142,0.49365752935409546,0.4925768971443176,0.7036020755767822,0.9350689649581908,0.9313879013061525,0.8455259203910828,0.845208466053009,0.48625704646110535,0.5024309754371643,0.496975839138031,0.5293778777122498,0.524193525314331,0.9942991137504578,26263.0,900.0,1754848166.080196,180.0,6.746583127731344e-09,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,
7245178132.90118-8930e294-0685,resenc_VoCo_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-10_10-47-26,finished,2025-08-10T10:47:54Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7245178132.90118-8930e294-0685,,af57af2d-d732-41ad-9ccc-263d3e7dbe0f,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,7e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VoCo/checkpoint_final.pth,,0.2,0.5644744634628296,0.5729386806488037,0.5,0.33076924085617065,0.6930602788925171,0.933243215084076,0.935765027999878,0.8786222338676453,0.8792589902877808,0.4749855399131775,0.4735116362571716,0.4593893885612488,0.4812787771224976,0.48122525215148926,0.9677361845970154,24272.0,900.0,1754847145.1575248,180.0,6.746583127731344e-09,10620.0,,,,,,,,,,,,,,,,,,,,,,,,,
7244955082.00243-a7e9779e-4ef9,brainiac_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-13_00-35-39,failed,2025-08-13T00:36:08Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7244955082.00243-a7e9779e-4ef9,,150a9d68-9521-41a1-96ab-2eedf4b545f1,t-jiachentu,False,0,Classification,200.0,False,brainiac,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,0.0,,,,,,,,,,,,,,,,1133.0,0.0,1755046495.9697666,,2.380952380952381e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7244955068.45232-b3bf44ce-5ca6,brainiac_scratch_multi_t1w_t1wce_t2w_flair_2025-08-13_00-35-55,failed,2025-08-13T00:36:26Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7244955068.45232-b3bf44ce-5ca6,,7380b84a-81d5-4c72-a16e-42eccd9cc907,t-jiachentu,False,0,Classification,200.0,False,brainiac,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,cls_token,,True,0.0,,,,,,,,,,,,,,,,1028.0,0.0,1755046407.143066,,2.380952380952381e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7244955042.92426-398164ff-9e9e,brainmvp_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-13_00-36-24,finished,2025-08-13T00:36:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7244955042.92426-398164ff-9e9e,,d6f2173e-638e-4f44-a40f-e1c146bcc685,t-jiachentu,False,0,Classification,200.0,False,brainmvp,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,16.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,True,0.0,0.5851889848709106,0.5531183481216431,0.5,0.3358778655529022,0.7054643034934998,0.727063775062561,0.7296980619430542,0.6836457848548889,0.6838769912719727,0.6391851305961609,0.439695805311203,0.36722350120544434,0.41647467017173767,0.3625735640525818,0.7483855485916138,14673.0,1000.0,1755060091.6813805,200.0,3.8076210902182585e-09,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,
7244955033.52698-ee59db92-b848,eva_mdae_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-13_00-36-28,finished,2025-08-13T00:37:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7244955033.52698-ee59db92-b848,,c130c7be-cfc0-4058-b3e5-6d269197a7c2,t-jiachentu,False,0,Classification,200.0,False,Eva_MAE,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,4.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,avg,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/0729/openmind005/Dataset005_OpenMind/EvaMDAETrainer_RandomMask_Flow_BS64__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.49015703797340393,0.4460887908935547,0.5,0.33076924085617065,0.6998530030250549,0.5972609519958496,0.6132422685623169,0.587865948677063,0.586725115776062,0.6811702847480774,0.4560874104499817,0.400921642780304,0.43519583344459534,0.396015465259552,0.712422251701355,28423.0,1000.0,1755073880.6263316,200.0,7.615242180436517e-09,46600.0,,,,,16.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/0729/openmind005/Dataset005_OpenMind/EvaMDAETrainer_RandomMask_Flow_BS64__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,864.0,2.66666667,12.0,0.0,0.0,False,0.0,0.0,True,0.0,True,True,True,interpolate_trilinear,,,,,
7244955058.43420-cb6c6b56-8474,dinov2_pretrained_multi_t1w_t1wce_t2w_flair_2025-08-13_00-38-45,failed,2025-08-13T00:39:23Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7244955058.43420-cb6c6b56-8474,,6dfa18eb-c5e9-464c-a282-dee534fd449f,t-jiachentu,False,0,Classification,200.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,mean,,True,0.5,,,,,,,,,,,,,,,,1116.0,0.0,1755046670.6468651,,2.380952380952381e-06,0.0,,,,,,,,,,,,,,,,,,,,,facebook/dinov2-base,mean,,,
