benchmark,modality,run_id,run_name,created_at,state,masking_ratio,noise_level,param_combo,test_auroc,test_ap,test_f1,test_balanced_acc,test_loss,val_auroc,val_ap,val_f1,train_auroc,train_loss,notes,category,masking_behavior
brats18_lgg_vs_hgg,flair,7245539040.74599-85af8c1b-e15f,resenc_MDAE_pretrained_flair_2025-08-06_08-27-33,2025-08-06T06:27:31Z,finished,95,25,M95_N25,0.3619047403335571,0.4711734056472778,0.3476647138595581,0.4095238447189331,0.907524824142456,0.5253968238830566,0.5425451993942261,0.4477113485336304,0.9971781373023988,0.3607251644134521,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N25 pretrained on brats18 lgg_vs_hgg with flair,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,flair,7245538987.72476-301bf325-45ee,resenc_MDAE_pretrained_flair_2025-08-06_06-28-15,2025-08-06T06:28:49Z,finished,95,50,M95_N50,0.4968253970146179,0.5145362019538879,0.4242424368858337,0.5,0.7016707062721252,0.4674603343009949,0.5268943309783936,0.3958974182605743,0.9966490268707277,0.3597967624664306,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N50 pretrained on brats18 lgg_vs_hgg with flair,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,flair,7245538926.77524-bc279704-1166,resenc_MDAE_pretrained_flair_2025-08-06_06-30-28,2025-08-06T06:30:59Z,finished,95,75,M95_N75,0.4253968000411987,0.4953243136405945,0.3859649002552033,0.4976190626621246,0.8372948169708252,0.5269840955734253,0.5564550757408142,0.5128205418586731,0.997178077697754,0.356504887342453,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N75 pretrained on brats18 lgg_vs_hgg with flair,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539596.20788-5c274eb8-70af,resenc_MDAE_pretrained_t1ce_2025-08-06_06-12-32,2025-08-06T06:13:05Z,finished,25,75,M25_N75,0.7174602746963501,0.6589446067810059,0.5883830785751343,0.6833333373069763,0.7061564326286316,0.6746031641960144,0.6481876373291016,0.5853174328804016,1.0,0.3458475470542907,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N75 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539426.56547-c7f30cc1-e707,resenc_MDAE_pretrained_t1ce_2025-08-06_06-14-46,2025-08-06T06:15:18Z,finished,50,50,M50_N50,0.7619047164916992,0.7135176658630371,0.6459627151489258,0.6309523582458496,0.651105523109436,0.6650793552398682,0.6100070476531982,0.5940170884132385,0.998589038848877,0.3547011613845825,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N50 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539713.19498-e15cb4a6-2b0b,resenc_MDAE_pretrained_t1ce_2025-08-06_06-17-00,2025-08-06T06:17:32Z,finished,25,25,M25_N25,0.803174614906311,0.8013385534286499,0.6842105388641357,0.723809540271759,0.6036716103553772,0.726190447807312,0.6735924482345581,0.6607142686843872,0.9992945194244384,0.3538587391376495,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N25 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539658.98932-405d3e86-51e8,resenc_MDAE_pretrained_t1ce_2025-08-06_06-17-26,2025-08-06T06:17:55Z,finished,25,50,M25_N50,0.6111111044883728,0.5783021450042725,0.5644943714141846,0.561904788017273,0.7574139833450317,0.7063491940498352,0.6635284423828125,0.6148648262023926,1.0,0.3458459675312042,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N50 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539189.52161-f5d334e0-f2e6,resenc_MDAE_pretrained_t1ce_2025-08-06_06-19-03,2025-08-06T06:19:38Z,finished,75,50,M75_N50,0.7349206209182739,0.6882484555244446,0.6752136945724487,0.7023809552192688,0.6925796866416931,0.7317460179328918,0.6980149149894714,0.6148648262023926,1.0,0.3508009314537048,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N50 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539542.76848-e8f3df06-05dc,resenc_MDAE_pretrained_t1ce_2025-08-06_06-19-38,2025-08-06T06:20:11Z,finished,25,100,M25_N100,0.6396825313568115,0.5990853309631348,0.5928571224212646,0.5928571224212646,0.7271074652671814,0.7253968119621277,0.6920375227928162,0.6083182692527771,0.9994708895683287,0.3550045490264892,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N100 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539480.71688-c6705c55-d613,resenc_MDAE_pretrained_t1ce_2025-08-06_06-20-25,2025-08-06T06:21:00Z,finished,50,25,M50_N25,0.803174614906311,0.7677673101425171,0.733077883720398,0.7190476655960083,0.5606130957603455,0.6674603223800659,0.6443703174591064,0.5798525810241699,0.9996472597122192,0.3495049476623535,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N25 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539358.09009-75b79972-7d4d,resenc_MDAE_pretrained_t1ce_2025-08-06_06-21-49,2025-08-06T06:22:23Z,finished,50,75,M50_N75,0.7873015403747559,0.723335862159729,0.7159468531608582,0.7071428298950195,0.567392110824585,0.699999988079071,0.658694863319397,0.5940170884132385,0.9999999403953552,0.3388396501541137,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N75 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245538901.59623-36cf7669-747c,resenc_MDAE_pretrained_t1ce_2025-08-06_08-28-47,2025-08-06T06:24:18Z,finished,95,75,M95_N75,0.7253968119621277,0.6711862683296204,0.6495479345321655,0.6690475940704346,0.6685886979103088,0.6634920835494995,0.6212069988250732,0.5798525810241699,1.0,0.3395724296569824,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N75 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539304.24306-577be06f-16d9,resenc_MDAE_pretrained_t1ce_2025-08-06_06-23-50,2025-08-06T06:24:22Z,finished,50,100,M50_N100,0.6873016357421875,0.6470726132392883,0.6669662594795227,0.6523809432983398,0.6440945267677307,0.6174603700637817,0.570162296295166,0.6227940917015076,0.998589038848877,0.360931396484375,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N100 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539243.01700-1b7d9302-0270,resenc_MDAE_pretrained_t1ce_2025-08-06_06-23-54,2025-08-06T06:24:27Z,finished,75,25,M75_N25,0.6809523701667786,0.6424674987792969,0.5874840021133423,0.5833333134651184,0.7425508499145508,0.7190476059913635,0.6580508351325989,0.5798525810241699,0.9994708895683287,0.3469501137733459,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N25 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245538849.31704-0cc5dd70-ea38,resenc_MDAE_pretrained_t1ce_2025-08-06_06-24-44,2025-08-06T06:25:14Z,finished,95,100,M95_N100,0.6412698030471802,0.6424399018287659,0.514893651008606,0.5309523940086365,0.7206555008888245,0.6547619104385376,0.6044743657112122,0.4970588088035583,0.9943562746047974,0.3644347190856933,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N100 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539074.92624-a0904e36-4a99,resenc_MDAE_pretrained_t1ce_2025-08-06_06-26-56,2025-08-06T06:27:28Z,finished,75,100,M75_N100,0.7396825551986694,0.6889911890029907,0.6298701763153076,0.6976190805435181,0.7657780051231384,0.6857142448425293,0.6350419521331787,0.5619779825210571,1.0,0.3481319844722748,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N100 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539127.13031-10a00955-14aa,resenc_MDAE_pretrained_t1ce_2025-08-06_06-45-04,2025-08-06T06:27:40Z,finished,75,75,M75_N75,0.6317460536956787,0.6168254613876343,0.6459627151489258,0.6309523582458496,0.6669350862503052,0.634920597076416,0.5951765775680542,0.5389705896377563,0.994709014892578,0.3673443794250488,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N75 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245539014.29479-7942d10a-8a9c,resenc_MDAE_pretrained_t1ce_2025-08-06_06-28-10,2025-08-06T06:28:43Z,finished,95,25,M95_N25,0.5285714268684387,0.5135035514831543,0.5023809671401978,0.5023809671401978,0.8592379093170166,0.7666666507720947,0.7080830931663513,0.6524389982223511,0.9932980537414552,0.3577151298522949,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N25 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1ce,7245538961.09519-fd5a9f45-fc3a,resenc_MDAE_pretrained_t1ce_2025-08-06_06-30-32,2025-08-06T06:31:10Z,finished,95,50,M95_N50,0.7095237970352173,0.6729787588119507,0.4815039336681366,0.5214285850524902,0.7687377333641052,0.6849206686019897,0.6553518772125244,0.5670886039733887,0.9994708895683287,0.3504725992679596,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N50 pretrained on brats18 lgg_vs_hgg with t1ce,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539609.67515-3b5193fa-a2a3,resenc_MDAE_pretrained_t1_2025-08-06_06-12-06,2025-08-06T06:12:40Z,finished,25,75,M25_N75,0.7015873193740845,0.6789543032646179,0.4242424368858337,0.5,0.6147664785385132,0.4238095283508301,0.493259847164154,0.4370370507240295,0.994709014892578,0.3710213899612427,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N75 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539556.49119-142fc59c-3ac3,resenc_MDAE_pretrained_t1_2025-08-06_06-12-44,2025-08-06T06:13:19Z,finished,25,100,M25_N100,0.4555555582046509,0.4965075850486755,0.4194444417953491,0.4380952417850494,0.831903874874115,0.4746031761169433,0.5149669051170349,0.4602272808551788,0.9938271045684814,0.3691973388195038,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N100 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539727.29070-ab2931ad-7588,resenc_MDAE_pretrained_t1_2025-08-06_06-16-54,2025-08-06T06:17:26Z,finished,25,25,M25_N25,0.5555555820465088,0.5648174285888672,0.5263158082962036,0.5428571701049805,0.6289195418357849,0.4444444477558136,0.4924638867378235,0.3664655387401581,0.9948854446411132,0.366956353187561,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N25 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539672.97203-020f99d4-9af4,resenc_MDAE_pretrained_t1_2025-08-06_06-17-24,2025-08-06T06:17:53Z,finished,25,50,M25_N50,0.6174602508544922,0.617184042930603,0.465624988079071,0.5357142686843872,0.731437623500824,0.4126983880996704,0.4845384061336517,0.4077922105789184,0.9934744834899902,0.3692136108875274,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N50 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539202.64795-5ca7debb-cb06,resenc_MDAE_pretrained_t1_2025-08-06_06-18-44,2025-08-06T06:19:19Z,finished,75,50,M75_N50,0.5809524059295654,0.5643134713172913,0.5670886039733887,0.5785714387893677,0.6916088461875916,0.4460317492485046,0.4940550625324249,0.4388694763183594,0.9934744238853456,0.3719352781772613,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N50 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539494.01728-8a7b4678-6b9f,resenc_MDAE_pretrained_t1_2025-08-06_06-21-24,2025-08-06T06:21:55Z,finished,50,25,M50_N25,0.319047600030899,0.4317250847816467,0.3756592273712158,0.3785714209079742,1.0306317806243896,0.6253968477249146,0.5865361094474792,0.5777778029441833,0.9962962865829468,0.3610868155956268,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N25 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539440.50378-78f56776-79d3,resenc_MDAE_pretrained_t1_2025-08-06_06-22-29,2025-08-06T06:23:01Z,finished,50,50,M50_N50,0.3857142925262451,0.4602672755718231,0.4461717903614044,0.4452380836009979,0.9182327389717102,0.5111111402511597,0.5411285758018494,0.5043478012084961,0.9950617551803588,0.3610403537750244,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N50 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539375.37733-4e67a0c0-5c85,resenc_MDAE_pretrained_t1_2025-08-06_06-22-34,2025-08-06T06:23:07Z,finished,50,75,M50_N75,0.4841269850730896,0.543739914894104,0.4316239356994629,0.4309523701667785,0.7409961223602295,0.3349206447601318,0.449124813079834,0.3378335833549499,0.9932980537414552,0.3749839961528778,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N75 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539316.50322-79ed99dc-9677,resenc_MDAE_pretrained_t1_2025-08-06_06-23-41,2025-08-06T06:24:15Z,finished,50,100,M50_N100,0.4428571462631225,0.5044050812721252,0.4021699726581573,0.3976190388202667,0.7276140451431274,0.4142857193946838,0.4629487991333008,0.4598104357719421,0.9899470806121826,0.3660037219524383,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N100 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539256.37872-1e3c4ed2-2a57,resenc_MDAE_pretrained_t1_2025-08-06_06-23-45,2025-08-06T06:24:18Z,finished,75,25,M75_N25,0.5666667222976685,0.5586575865745544,0.5389705896377563,0.5452380776405334,0.7155365943908691,0.4444444477558136,0.5009375810623169,0.4750714600086212,0.9973544478416444,0.3619974553585053,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N25 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245538914.16210-56dfa4c2-da5f,resenc_MDAE_pretrained_t1_2025-08-06_06-23-47,2025-08-06T06:24:20Z,finished,95,75,M95_N75,0.5904761552810669,0.6242266297340393,0.5494071245193481,0.5523809790611267,0.6190338134765625,0.4587301611900329,0.5063376426696777,0.4533247947692871,0.9962962865829468,0.3628499805927276,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N75 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245538862.45114-50d99059-c138,resenc_MDAE_pretrained_t1_2025-08-06_06-24-22,2025-08-06T06:24:55Z,finished,95,100,M95_N100,0.6523809432983398,0.6122387647628784,0.4242424368858337,0.5,0.6109892129898071,0.4555555582046509,0.5048823356628418,0.4388694763183594,0.993915319442749,0.3702928721904754,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N100 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539087.66607-32996dbd-0e7b,resenc_MDAE_pretrained_t1_2025-08-06_06-26-51,2025-08-06T06:27:25Z,finished,75,100,M75_N100,0.5984126925468445,0.5669230222702026,0.4242424368858337,0.5,0.6170731782913208,0.4063491821289062,0.4727221131324768,0.416879802942276,0.996825397014618,0.3666190803050995,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N100 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539140.70590-38b3813e-ae1c,resenc_MDAE_pretrained_t1_2025-08-06_06-45-01,2025-08-06T06:27:36Z,finished,75,75,M75_N75,0.6380952596664429,0.6486771702766418,0.514893651008606,0.5309523940086365,0.6089977025985718,0.4730158448219299,0.5074096322059631,0.4242424368858337,0.994532585144043,0.370995581150055,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N75 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245539027.73475-481a24d3-bbfc,resenc_MDAE_pretrained_t1_2025-08-06_06-28-03,2025-08-06T06:28:37Z,finished,95,25,M95_N25,0.4460317492485046,0.5307384133338928,0.3452702760696411,0.3380952477455139,0.7379653453826904,0.5484126806259155,0.5462741255760193,0.5410628318786621,0.992416262626648,0.3550880849361419,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N25 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t1,7245538974.26015-d8f1e6cc-0b91,resenc_MDAE_pretrained_t1_2025-08-06_06-30-41,2025-08-06T06:31:15Z,finished,95,50,M95_N50,0.2269841432571411,0.4213061034679413,0.3666666746139526,0.3928571343421936,0.91762775182724,0.5682539939880371,0.5567342042922974,0.4810047149658203,0.998589038848877,0.3504204750061035,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N50 pretrained on brats18 lgg_vs_hgg with t1,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539645.68533-bdb158d1-8b04,resenc_MDAE_pretrained_t2_2025-08-06_06-11-26,2025-08-06T06:11:58Z,finished,25,50,M25_N50,0.6555555462837219,0.6228842735290527,0.6227940917015076,0.6357142925262451,0.7436285018920898,0.5746031999588013,0.5573090314865112,0.5410628318786621,0.9920635223388672,0.3657711148262024,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N50 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539582.60760-667eb9dc-5b06,resenc_MDAE_pretrained_t2_2025-08-06_06-12-25,2025-08-06T06:12:56Z,finished,25,75,M25_N75,0.5587301254272461,0.5458994507789612,0.5790905356407166,0.5809524059295654,0.7790567278862,0.6666666269302368,0.6407370567321777,0.6052631735801697,0.9970017075538636,0.3697633445262909,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N75 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539699.84629-4a80e753-886b,resenc_MDAE_pretrained_t2_2025-08-06_06-17-00,2025-08-06T06:17:30Z,finished,25,25,M25_N25,0.611111044883728,0.5765441656112671,0.5378378629684448,0.5642857551574707,0.7509738206863403,0.5571428537368774,0.5850633382797241,0.4959056675434112,0.9950617551803588,0.371267706155777,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N25 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539176.01328-015b6342-b354,resenc_MDAE_pretrained_t2_2025-08-06_06-19-15,2025-08-06T06:19:47Z,finished,75,50,M75_N50,0.5888888835906982,0.601759135723114,0.6083182692527771,0.6238095760345459,0.6824684739112854,0.5714285373687744,0.5596461296081543,0.5476190447807312,0.9998235702514648,0.3546258211135864,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N50 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539529.09546-8b272352-ef51,resenc_MDAE_pretrained_t2_2025-08-06_06-19-43,2025-08-06T06:20:15Z,finished,25,100,M25_N100,0.6666666269302368,0.6752466559410095,0.6512237787246704,0.6404761672019958,0.6390562057495117,0.4507936239242553,0.5412499308586121,0.4348717927932739,0.989594340324402,0.3715586364269256,FlowMDAE Ablation RESENC_FLOWMDAE_M25_N100 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
