benchmark,modality,run_id,run_name,created_at,state,test_auroc,test_ap,test_f1,notes,raw_note,masking_ratio,noise_level,param_combo,category,masking_behavior
upenn_gbm_idh1_status,flair,7245353850.01110-c28f3f05-3a40,resenc_MDAE_pretrained_flair_2025-08-08_09-52-01,2025-08-08T09:52:28Z,finished,0.4830633103847504,0.5067071914672852,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with flair,25,75,M25_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353562.77686-cdae76f8-c0ca,resenc_MDAE_pretrained_flair_2025-08-08_09-55-50,2025-08-08T09:56:18Z,finished,0.577810525894165,0.5589874982833862,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on upenn_gbm idh1_status with flair,50,100,M50_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353440.06509-dc32ef32-706e,resenc_MDAE_pretrained_flair_2025-08-08_09-59-16,2025-08-08T09:59:43Z,finished,0.4722631275653839,0.5293524265289307,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N50 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N50 pretrained on upenn_gbm idh1_status with flair,75,50,M75_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353259.79646-f286f88d-a3b5,resenc_MDAE_pretrained_flair_2025-08-08_09-59-51,2025-08-08T10:00:21Z,finished,0.5301914215087891,0.5452765822410583,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on upenn_gbm idh1_status with flair,95,25,M95_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353154.96911-6e60461f-2e09,resenc_MDAE_pretrained_flair_2025-08-08_09-59-53,2025-08-08T10:00:22Z,finished,0.5633283853530884,0.5535167455673218,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N75 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N75 pretrained on upenn_gbm idh1_status with flair,95,75,M95_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353383.53775-982dec0c-b179,resenc_MDAE_pretrained_flair_2025-08-08_09-59-55,2025-08-08T10:00:27Z,finished,0.5665193796157837,0.5434662103652954,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N75 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N75 pretrained on upenn_gbm idh1_status with flair,75,75,M75_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353207.87980-fe78ab06-3247,resenc_MDAE_pretrained_flair_2025-08-08_10-00-03,2025-08-08T10:00:30Z,finished,0.4855179190635681,0.5327237248420715,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N50 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N50 pretrained on upenn_gbm idh1_status with flair,95,50,M95_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353325.31206-ac974dd0-aa7e,resenc_MDAE_pretrained_flair_2025-08-08_10-00-04,2025-08-08T10:00:32Z,finished,0.5711830854415894,0.547334611415863,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on upenn_gbm idh1_status with flair,75,100,M75_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353795.81739-c82c948d-725b,resenc_MDAE_pretrained_flair_2025-08-08_10-00-15,2025-08-08T10:01:01Z,finished,0.4158075749874115,0.4788792431354522,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on upenn_gbm idh1_status with flair,25,100,M25_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353102.31273-fe3866e7-f9bf,resenc_MDAE_pretrained_flair_2025-08-08_10-03-21,2025-08-08T10:03:49Z,finished,0.5692194700241089,0.539482831954956,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N100 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N100 pretrained on upenn_gbm idh1_status with flair,95,100,M95_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245353495.67943-99cd3979-b7aa,resenc_MDAE_pretrained_flair_2025-08-08_10-04-46,2025-08-08T10:05:29Z,finished,0.4879724979400635,0.5330394506454468,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on upenn_gbm idh1_status with flair,75,25,M75_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,flair,7245355320.02653-e7c24aba-c440,resenc_MDAE_pretrained_flair_2025-08-08_10-25-50,2025-08-08T10:26:17Z,finished,0.5373097658157349,0.5824286341667175,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with flair,50,50,M50_N50,Fixed Masking,Fixed at M%
rsna_miccai_brain_tumor_mgmt_methylation,flair,7244936203.39608-15c35ffb-254b,resenc_MDAE_pretrained_flair_2025-08-13_05-45-36,2025-08-13T05:46:08Z,finished,0.433932363986969,0.4706003367900848,0.442307710647583,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,50,25,M50_N25,Fixed Masking,Fixed at M%
rsna_miccai_brain_tumor_mgmt_methylation,flair,7244936371.49652-acfb7006-5e24,resenc_MDAE_pretrained_flair_2025-08-13_05-48-50,2025-08-13T05:49:11Z,finished,0.5264270305633545,0.5381391048431396,0.3358778655529022,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,25,50,M25_N50,Fixed Masking,Fixed at M%
rsna_miccai_brain_tumor_mgmt_methylation,flair,7244935795.90469-d0f60e45-f82d,resenc_MDAE_pretrained_flair_2025-08-13_05-52-17,2025-08-13T05:52:42Z,finished,0.544133186340332,0.5613810420036316,0.3965952098369598,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N75 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N75 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,75,75,M75_N75,Fixed Masking,Fixed at M%
rsna_miccai_brain_tumor_mgmt_methylation,flair,7244935683.50191-2ef20de8-659e,resenc_MDAE_pretrained_flair_2025-08-13_05-54-18,2025-08-13T05:54:40Z,finished,0.4685518145561218,0.4960695505142212,0.3358778655529022,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,95,25,M95_N25,Fixed Masking,Fixed at M%
rsna_miccai_brain_tumor_mgmt_methylation,flair,7244935738.52753-33973ffd-1158,resenc_MDAE_pretrained_flair_2025-08-13_05-56-26,2025-08-13T05:56:48Z,finished,0.531448245048523,0.5400686264038086,0.4809659123420715,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,75,100,M75_N100,Fixed Masking,Fixed at M%
rsna_miccai_brain_tumor_mgmt_methylation,flair,7244935513.61578-fd13513f-cb2c,resenc_MDAE_pretrained_flair_2025-08-13_06-01-47,2025-08-13T06:02:09Z,finished,0.5060782432556152,0.521038293838501,0.3307692408561706,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N100 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N100 pretrained on rsna_miccai_brain_tumor mgmt_methylation with flair,95,100,M95_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245357184.60728-5d4bd0cc-3fae,resenc_MDAE_pretrained_t1_2025-08-08_08-58-06,2025-08-08T08:58:39Z,finished,0.5363279581069946,0.5416021943092346,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t1,25,75,M25_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245355479.83027-fbd2c024-dcbe,resenc_MDAE_pretrained_t1_2025-08-08_09-24-37,2025-08-08T09:25:03Z,finished,0.5564556121826172,0.5528715252876282,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on upenn_gbm idh1_status with t1,25,100,M25_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245355660.95304-b3128d6e-05fd,resenc_MDAE_pretrained_t1_2025-08-08_09-27-49,2025-08-08T09:28:33Z,finished,0.5255277156829834,0.5328744649887085,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on upenn_gbm idh1_status with t1,25,25,M25_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245355595.44230-71278b26-6a15,resenc_MDAE_pretrained_t1_2025-08-08_09-29-16,2025-08-08T09:30:00Z,finished,0.3694157898426056,0.4679390788078308,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on upenn_gbm idh1_status with t1,25,50,M25_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245355536.10260-00b9416a-0b93,resenc_MDAE_pretrained_t1_2025-08-08_09-29-20,2025-08-08T09:30:01Z,finished,0.4906725883483886,0.5235073566436768,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t1,25,75,M25_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245355414.00914-b3b178a7-401c,resenc_MDAE_pretrained_t1_2025-08-08_09-32-25,2025-08-08T09:33:07Z,finished,0.4977908730506897,0.5072328448295593,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on upenn_gbm idh1_status with t1,50,25,M50_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353650.99787-006c16e8-ddff,resenc_MDAE_pretrained_t1_2025-08-08_09-47-43,2025-08-08T09:48:27Z,finished,0.4334805905818939,0.4981378316879273,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on upenn_gbm idh1_status with t1,50,75,M50_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353888.18402-0ba510e5-6911,resenc_MDAE_pretrained_t1_2025-08-08_09-50-00,2025-08-08T09:50:28Z,finished,0.5974472165107727,0.565450131893158,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t1,25,75,M25_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245354000.43350-3fcfc5fe-504c,resenc_MDAE_pretrained_t1_2025-08-08_09-51-44,2025-08-08T09:52:15Z,finished,0.3573883175849914,0.4507799744606018,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on upenn_gbm idh1_status with t1,25,25,M25_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353944.33520-0f0d6257-dcc3,resenc_MDAE_pretrained_t1_2025-08-08_09-51-52,2025-08-08T09:52:25Z,finished,0.6958762407302856,0.6432573795318604,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on upenn_gbm idh1_status with t1,25,50,M25_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353832.78050-0c8bd7b6-0b16,resenc_MDAE_pretrained_t1_2025-08-08_09-52-00,2025-08-08T09:52:26Z,finished,0.4511536359786987,0.5219437479972839,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on upenn_gbm idh1_status with t1,25,100,M25_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245355357.15776-968f794d-c965,resenc_MDAE_pretrained_t1_2025-08-08_09-51-57,2025-08-08T09:52:42Z,finished,0.2967599332332611,0.4317237138748169,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with t1,50,50,M50_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353706.37875-9fe8e939-b105,resenc_MDAE_pretrained_t1_2025-08-08_09-56-25,2025-08-08T09:56:59Z,finished,0.5058910250663757,0.5234236717224121,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with t1,50,50,M50_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353600.29713-b6141c75-b6a2,resenc_MDAE_pretrained_t1_2025-08-08_09-56-56,2025-08-08T09:57:24Z,finished,0.469072163105011,0.5094619989395142,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on upenn_gbm idh1_status with t1,50,100,M50_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353478.03325-dbc961a9-2c97,resenc_MDAE_pretrained_t1_2025-08-08_09-59-18,2025-08-08T09:59:53Z,finished,0.4432989656925201,0.5065221190452576,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N50 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N50 pretrained on upenn_gbm idh1_status with t1,75,50,M75_N50,Fixed Masking,Fixed at M%
