run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_learning_rate,config_freeze_backbone,config_token_aggregation_method,config_use_brainiac_preprocessing,config_pretrained_path,config_dinov2_model_name,config_slice_aggregation,config_final_batch_size,config_auto_batch_size_mode,config_auto_batch_size_steps,config_auto_batch_size_enabled,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss
7246909608.32934-2973e186-81ef,resenc_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-21_09-39-24,finished,2025-07-21T09:39:54Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246909608.32934-2973e186-81ef,,59f60ad5-f0b0-4353-bbcd-606cbd33f06b,t-jiachentu,,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.5501575469970703,0.5506024360656738,0.5064820647239685,0.3869531154632568,0.6913740634918213,0.5442653894424438,0.5624440908432007,0.5,0.3446327745914459,0.6913765668869019,24954.0,599,1753115750.2761476,99.0,3.854818796385494e-08,46799,,0.0001,False,,,,,,,,,,,,,,
7246909577.26194-d379620f-d36c,resenc_scratch_multi_t1w_t1wce_t2w_flair_2025-07-21_09-39-49,finished,2025-07-21T09:40:05Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246909577.26194-d379620f-d36c,,526ca897-b82e-4317-83e1-736343a0ff18,t-jiachentu,,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.5972532033920288,0.6096828579902649,0.5600966811180115,0.5590696334838867,0.6835588812828064,0.5065687894821167,0.4919523000717163,0.47317439317703247,0.4731591045856476,0.6960235238075256,25197.0,599,1753116004.0750456,99.0,3.854818796385494e-08,46799,,0.0001,False,,,,,,,,,,,,,,
7246844899.31249-4b05310b-32db,brainiac_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-22_03-41-40,failed,2025-07-22T03:42:07Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246844899.31249-4b05310b-32db,,2c4cfd26-4758-435b-83c8-71e03d01dc8f,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.4799990653991699,0.4687339663505554,0.5081850290298462,0.48946690559387207,0.6974514126777649,0.5199499130249023,0.5126676559448242,0.5190759897232056,0.3976682424545288,0.6952106356620789,15193.0,356,1753170762.2864363,58.0,2.5981495393976703e-05,59,0.2,5e-05,False,cls_token,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,
7246844435.53040-14b5d9e8-801a,dinov2_frozen_multi_t1w_t1wce_t2w_flair_2025-07-22_03-47-47,crashed,2025-07-22T03:48:01Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246844435.53040-14b5d9e8-801a,,02ea02c0-9ba3-44b3-bf69-64c555cc637d,t-jiachentu,,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.5,0.5395740270614624,0.5446422100067139,0.530927300453186,0.5309183597564697,0.8104336857795715,0.5624249577522278,0.5704917907714844,0.5126676559448242,0.4174107015132904,0.6921699643135071,467.64121421,6,1753156549.0780344,0.0,9.523809523809524e-05,468,,0.001,True,mean,True,,facebook/dinov2-base,mean,,,,,,,,,
7246843391.46201-8c0dfd6e-86a9,dinov2_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-22_04-04-36,finished,2025-07-22T04:05:07Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246843391.46201-8c0dfd6e-86a9,,f4acdc58-faa5-4763-984e-903bca3c0a9c,t-jiachentu,,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.5,0.601768970489502,0.617849588394165,0.586739182472229,0.5848269462585449,0.6795082688331604,0.5316896438598633,0.5117734670639038,0.5225037336349487,0.5011149644851685,0.6937741637229919,29661.0,599,1753186770.826684,99.0,3.854818796385494e-08,46799,,0.0001,False,mean,True,,facebook/dinov2-base,mean,,,,,,,,,
7246841908.65942-16faa88a-b6b6,brainiac_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-22_04-31-52,failed,2025-07-22T04:32:20Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246841908.65942-16faa88a-b6b6,,36943e42-9c87-4a34-b46d-5068511652b3,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.5353765487670898,0.5306892395019531,0.4918699264526367,0.48252594470977783,0.692720890045166,0.4790213108062744,0.4670640826225281,0.4821162223815918,0.4651953876018524,0.7425318360328674,13454.0,320,1753172035.9069557,52.0,3.178601124662685e-05,53,0.2,5e-05,False,cls_token,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,
7246841877.78485-a53b911b-319d,brainiac_scratch_multi_t1w_t1wce_t2w_flair_2025-07-22_04-32-41,failed,2025-07-22T04:33:09Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246841877.78485-a53b911b-319d,,37911175-ec30-433e-a4ad-13db7e863420,t-jiachentu,,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.0,0.4907234311103821,0.4831538796424866,0.5068666338920593,0.4822983145713806,0.6962139010429382,0.5045889019966125,0.5090909004211426,0.5,0.3446327745914459,1.1396164894104004,5964.0,128,1753164593.7073078,20.0,9.996145181203616e-05,21,0.2,0.0001,False,cls_token,True,,,,,,,,,,,,
7246841517.50460-31d1f627-f0d8,dinov2_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-22_05-02-58,finished,2025-07-22T04:36:16Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246841517.50460-31d1f627-f0d8,,72675162-8c6d-4ab9-b038-4ae9385c7f39,t-jiachentu,,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.5,0.5777584910392761,0.5854665040969849,0.5531201958656311,0.5514979362487793,0.6851818561553955,0.5433896780014038,0.5409835577011108,0.5160953998565674,0.5027667284011841,0.6935122013092041,29849.0,599,1753190187.28923,99.0,3.854818796385494e-08,46799,,0.0001,False,mean,True,,facebook/dinov2-base,mean,,,,,,,,,
7246784619.53931-552699a3-93f9,resenc_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-22_20-30-45,finished,2025-07-22T20:31:24Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246784619.53931-552699a3-93f9,,18d02e90-d106-4653-a778-88e7488d570c,t-jiachentu,,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.5746051073074341,0.5844777822494507,0.5615249276161194,0.556685209274292,0.6853892803192139,0.5191620588302612,0.4883755445480346,0.45335322618484497,0.4272061288356781,0.7006305456161499,10629.0,599,1753226914.3645775,99.0,3.854818796385494e-08,46799,,0.0001,False,,,,,,,,,,,,,,
7246781470.45721-18a80c34-007a,resenc_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-22_21-27-47,finished,2025-07-22T21:28:21Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246781470.45721-18a80c34-007a,,119c2dc5-1021-47c4-b027-9d447e47b0f0,t-jiachentu,,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.6362881660461426,0.6437046527862549,0.5791584253311157,0.5787347555160522,0.6707491874694824,0.5340621471405029,0.5414307117462158,0.5706408023834229,0.5659412145614624,0.7039982080459595,24956.0,599,1753244657.7120292,99.0,3.854818796385494e-08,46799,,0.0001,False,,,,,,,,,,,,,,
7246777304.51306-137285fb-aa70,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-22_22-28-10,finished,2025-07-22T22:28:41Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246777304.51306-137285fb-aa70,,e1e1aa62-3204-474e-b36d-127bdf9cb9f3,t-jiachentu,,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.603240966796875,0.6093257665634155,0.5659195780754089,0.5658068656921387,0.6802827715873718,0.48247554898262024,0.4575260877609253,0.4906110167503357,0.4776397347450256,0.7082840204238892,24258.0,599,1753247577.715424,99.0,3.854818796385494e-08,46799,,0.0001,False,,,,,,,,,,,,,,
7246649043.30564-df662a1f-0738,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-24_10-03-21,finished,2025-07-24T10:03:39Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246649043.30564-df662a1f-0738,,f06239b6-0c91-4fe7-b996-3680ad5242ad,t-jiachentu,,False,0,Classification,100,False,ResEncoderMultiModal_Classifier,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,,20,2,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.6244099140167236,0.6429997086524963,0.6049219965934753,0.6049908399581909,0.6748730540275574,0.5839869976043701,0.5821162462234497,0.5915051698684692,0.5911511182785034,0.6930179595947266,8423.0,500,1753359840.401573,100.0,3.854818796385494e-08,5900,,0.0001,False,,,,,,8.0,power,3.0,True,0.4661806225776672,0.43023258447647095,0.41094082593917847,0.3737473487854004,0.7018992304801941
7246603184.18742-bb17a54f-6e8e,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-24_22-50-35,finished,2025-07-24T22:51:14Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246603184.18742-bb17a54f-6e8e,,ac557178-1570-4058-8014-5749582b9306,t-jiachentu,,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,,20,2,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,False,False,1,epochwise,0.2,0.555097758769989,0.5451462268829346,0.528810441493988,0.5233640670776367,0.6910795569419861,0.5266106128692627,0.5098240375518799,0.49824047088623047,0.47343069314956665,0.6925539970397949,10511.0,500,1753407986.182128,100.0,3.854818796385494e-08,5900,,0.0001,False,,,,,,8.0,power,3.0,True,0.469928115606308,0.43736785650253296,0.5113636255264282,0.35555556416511536,0.7363705635070801
