run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_pretrained_path,config_dinov2_model_name,config_slice_aggregation
7247349490.33773-74a8a84f-aa44,resenc_pretrained_20250716_074157,finished,2025-07-16T07:42:22Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247349490.33773-74a8a84f-aa44,,cb60c30f-5157-4c66-94de-d946cd129370,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/modelgenesis/BrainMVP001/Dataset001_BrainMVP/ModelGenesisTrainer_ANAT_ANON_BS8__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,False,20,10,False,300,True,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9919185638427734,0.9921079874038696,0.9697868824005128,0.9699928760528564,0.36847618222236633,0.4959715604782105,0.4928465187549591,0.5059612393379211,0.5056448578834534,1.0535931587219238,21618.0,1799.0,1752673361.7193482,299.0,3.1471622649714703e-10,14099.0,,,
7247345675.84803-f4d2fe2a-8d78,MAE_20250716_083018_mod0,finished,2025-07-16T08:30:51Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345675.84803-f4d2fe2a-8d78,,8f8b47b1-e223-459e-9748-6670cba1c7ff,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9875451922416688,0.9881802797317504,0.9533069729804992,0.9529054164886476,0.3890523314476013,0.4981208145618438,0.4734724164009094,0.49418777227401733,0.4903030395507813,0.9874762296676636,39055.0,1799.0,1752693706.538059,299.0,3.1471622649714703e-10,17699.0,,,
7247345665.91745-d59194ca-d971,MAE_20250716_083112_mod2,finished,2025-07-16T08:31:44Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345665.91745-d59194ca-d971,,5dba200c-4ccc-4a91-b998-4c1a96c175db,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9400879740715028,0.953411102294922,0.9013383984565736,0.9001374840736389,0.44801127910614014,0.4879753887653351,0.46631890535354614,0.5041728615760803,0.5023707151412964,0.9149876236915588,38719.0,1799.0,1752693423.1190753,299.0,3.1471622649714703e-10,17399.0,,,
7247345646.35997-1ffdf179-ecb9,MAE_20250716_083126_mod3,finished,2025-07-16T08:31:58Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345646.35997-1ffdf179-ecb9,,df84525b-e2cf-48fe-8373-aa3e9e599fb9,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9910837411880492,0.9911283254623412,0.9499560594558716,0.9506381154060364,0.3807688355445862,0.49437859654426575,0.4749707579612732,0.48331379890441895,0.48076924681663513,1.027176022529602,38960.0,1799.0,1752693677.0290835,299.0,3.1471622649714703e-10,17699.0,,,
7247345553.68212-13171485-cd91,VF_20250716_083240_mod1,finished,2025-07-16T08:33:13Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345553.68212-13171485-cd91,,dfb6a9a2-5d10-47f0-a661-cd60eb3cbc39,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-VF/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9347701072692872,0.9300482273101808,0.8326895236968994,0.8337732553482056,0.489908754825592,0.47429659962654114,0.448137104511261,0.450372576713562,0.44811180233955383,1.035860896110535,38938.0,1799.0,1752693731.364779,299.0,3.1471622649714703e-10,17699.0,,,
7247345530.97943-23b19d4a-da4c,VF_20250716_083316_mod3,finished,2025-07-16T08:33:50Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345530.97943-23b19d4a-da4c,,73ea5350-af85-4ed3-8a57-0b6710267475,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-VF/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9310903549194336,0.9258862733840942,0.8198198080062866,0.8199571371078491,0.491234838962555,0.5049604177474976,0.48243558406829834,0.4847775101661682,0.4841269850730896,1.0498788356781006,39112.0,1799.0,1752693942.1010926,299.0,3.1471622649714703e-10,17699.0,,,
7247345505.68089-6b273821-d221,VF_20250716_083338_mod1,finished,2025-07-16T08:34:14Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345505.68089-6b273821-d221,,5d4e061d-5f77-4080-8788-c77e86868466,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-VF/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9346922636032104,0.9304160475730896,0.8397067785263062,0.8405407667160034,0.490008145570755,0.4316899180412293,0.36467957496643066,0.3903129696846008,0.3875213861465454,1.1284735202789309,39025.0,1799.0,1752693878.443972,299.0,3.1471622649714703e-10,17699.0,,,
7247345470.39185-e595007c-28cd,MAE_20250716_083427_mod2,finished,2025-07-16T08:35:03Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345470.39185-e595007c-28cd,,3c47eef2-c6f5-4e3d-bb4a-3e0cc9e13a21,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9447326064109802,0.9554592967033386,0.8937497735023499,0.8934667110443115,0.4511111080646515,0.4891408085823059,0.4560357630252838,0.48137110471725464,0.48137110471725464,0.9210075736045836,38606.0,1799.0,1752693509.3939462,299.0,3.1471622649714703e-10,17399.0,,,
7247345385.68057-0004e809-fc5e,BaseMDAETrainer_Flow90_b48_2000ep_20250716_083600_mod1,finished,2025-07-16T08:36:42Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345385.68057-0004e809-fc5e,,f41fd38c-dd61-4605-8428-0ce33af1043e,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_Flow90_b48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9956523180007936,0.9955487251281738,0.960425615310669,0.9612627029418944,0.375309556722641,0.476613312959671,0.4476900100708008,0.4485841989517212,0.44811180233955383,1.0536324977874756,39013.0,1799.0,1752694015.2768888,299.0,3.1471622649714703e-10,17699.0,,,
7247345373.56548-0c58bf06-caac,BaseMDAETrainer_Flow90_b48_2000ep_20250716_083618_mod3,finished,2025-07-16T08:37:01Z,https://microsoft-research.wandb.io/t-jiachentu/rsna_miccai_brain_tumor_mgmt_methylation/runs/7247345373.56548-0c58bf06-caac,,efdf7d17-296a-46d9-b525-32483d582582,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_Flow90_b48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,,1,False,0,True,False,full,,0.2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,False,1,epochwise,,,0.2,0.9905480742454528,0.9905881881713868,0.9614370465278624,0.9614370465278624,0.3844338655471802,0.5349609851837158,0.5286885499954224,0.5279566645622253,0.5277064442634583,0.9579585194587708,38947.0,1799.0,1752693968.7353487,299.0,3.1471622649714703e-10,17699.0,,,
