run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_time_dim,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_rate,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_freeze_encoder,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_learned_sinusoidal_dim,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_pretrained_checkpoint_path,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_use_brainiac_preprocessing
7245187892.11173-2f60ec2f-4c2d,resenc_time_conditioned_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_07-50-51,finished,2025-08-10T07:52:01Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245187892.11173-2f60ec2f-4c2d,,862eac26-93fd-4e18-a345-f1a5a24a6bb1,t-jiachentu,False,0,Classification,180.0,False,ResEncTimeConditioned,180.0,False,1.0,multiclass,False,auto,256.0,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.5,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,7e-05,False,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,60.0,False,False,survival_2year,False,power,3.0,False,64.0,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.629662275314331,0.6090425252914429,0.5,0.4433962404727936,0.5736021995544434,0.588725745677948,0.6724215745925903,0.5,0.4435611963272095,0.5605897307395935,0.5535639524459839,0.5600358247756958,0.5,0.44285714626312256,0.577803373336792,30762.0,900.0,1754843083.0131218,180.0,6.746583127731344e-09,15840.0,,
7245182006.48232-7d0a0774-50be,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_09-28-57,finished,2025-08-10T09:29:36Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245182006.48232-7d0a0774-50be,,083c3c17-eb18-4b2f-8a92-ccec0f7c3f8c,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,survival_2year,False,power,3.0,False,,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.6302218437194824,0.6755318641662598,0.5208333134651184,0.4854976236820221,0.5596219897270203,0.8375755548477173,0.8756120800971985,0.7250996828079224,0.7625544667243958,0.48426923155784607,0.5797479748725891,0.6088709831237793,0.5403226017951965,0.5404040217399597,0.5977944731712341,33813.0,1000.0,1754851986.130762,200.0,3.8076210902182585e-09,8800.0,,
7245182179.02223-eddf1ad6-0d5f,resenc_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_09-32-19,finished,2025-08-10T09:32:53Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245182179.02223-eddf1ad6-0d5f,,0fb139e3-3f25-46b3-a5d9-231bd1ce7480,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,7e-05,,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,survival_2year,False,power,3.0,False,,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,0.2,0.5294877886772156,0.508865237236023,0.5,0.4433962404727936,0.5758416652679443,0.6977124214172363,0.7394366264343262,0.5,0.4435611963272095,0.5464011430740356,0.5278317332267761,0.472222238779068,0.5,0.44285714626312256,0.5835617184638977,31744.0,900.0,1754850117.4534838,180.0,6.746583127731344e-09,7920.0,,
7245181331.26695-1e2e2c4b-fad1,resenc_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_09-46-15,crashed,2025-08-10T09:46:43Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245181331.26695-1e2e2c4b-fad1,,9783cdab-5a50-414f-add1-a700da15ed5b,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245180378.06968-c3ea4a19-57f1,resenc_MG_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_10-01-56,crashed,2025-08-10T10:02:26Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245180378.06968-c3ea4a19-57f1,,ecd2cb21-5d83-4416-8321-556db1c596a5,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245180032.16698-7446d510-f323,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_10-07-56,crashed,2025-08-10T10:08:20Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245180032.16698-7446d510-f323,,00130089-ec5d-4a8b-95c5-892c711b84e7,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245179318.32905-10354d69-ec20,resenc_SimCLR_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_10-14-00,finished,2025-08-10T10:14:35Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245179318.32905-10354d69-ec20,,64fafa1d-eeaf-4353-9546-5970d338449e,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,7e-05,,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,survival_2year,False,power,3.0,False,,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SimCLR/checkpoint_final.pth,0.2,0.5361291170120239,0.5817819237709045,0.5,0.4433962404727936,0.5758441090583801,0.7746738195419312,0.8524912595748901,0.6845120787620544,0.7162697315216064,0.5001672506332397,0.5308825373649597,0.5280017852783203,0.5147849321365356,0.4980136752128601,0.6052039265632629,32838.0,900.0,1754853712.531818,180.0,6.746583127731344e-09,7920.0,,
7245178949.69195-be536a7a-70da,resenc_SwinUNETR_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_10-19-45,finished,2025-08-10T10:20:22Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245178949.69195-be536a7a-70da,,a601571e-d915-418b-bf01-65a51694bb2e,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,7e-05,,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,survival_2year,False,power,3.0,False,,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SwinUNETR/checkpoint_final.pth,0.2,0.552266538143158,0.5815602540969849,0.4933510720729828,0.48826533555984497,0.6126059293746948,0.9847988486289978,0.9901560544967652,0.9294512271881104,0.9410094022750854,0.3702087700366974,0.6066867709159851,0.6180555820465088,0.5920698642730713,0.6007835268974304,0.6704556941986084,41340.0,900.0,1754862563.1804771,180.0,6.746583127731344e-09,7920.0,,
7245178607.23450-02756ea4-1e9d,resenc_time_conditioned_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_10-35-21,finished,2025-08-10T10:36:19Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245178607.23450-02756ea4-1e9d,,6038e41b-ecb2-49dd-a1dd-ee7b1e3aa2ca,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,256.0,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.5,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,False,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,30.0,False,False,survival_2year,False,power,3.0,False,64.0,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.566300630569458,0.616356372833252,0.5,0.4433962404727936,0.5751427412033081,0.4928717613220215,0.4679943323135376,0.5,0.4435611963272095,0.5794567465782166,0.5723189115524292,0.565412163734436,0.5,0.44285714626312256,0.5760372877120972,24261.0,1000.0,1754846440.5703166,200.0,3.8076210902182585e-09,17600.0,,
7245178248.55569-e2a81900-3b7a,resenc_VF_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_10-36-22,finished,2025-08-10T10:36:51Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245178248.55569-e2a81900-3b7a,,e80c0a57-7e6a-4146-8ef4-38a756dfb2b7,t-jiachentu,False,0,Classification,180.0,False,ResEncoder_Classifier,180.0,False,1.0,multiclass,False,auto,,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,180.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,7e-05,,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,30.0,False,False,survival_2year,False,power,3.0,False,,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VF/checkpoint_final.pth,0.2,0.5537147521972656,0.5769060850143433,0.5,0.4433962404727936,0.5759742856025696,0.8930379152297974,0.9302084445953368,0.8359836339950562,0.8582996129989624,0.44611725211143494,0.549263596534729,0.5421147346496582,0.5194892883300781,0.5128499865531921,0.6436585783958435,22806.0,900.0,1754845017.5646403,180.0,6.746583127731344e-09,7920.0,,
7245177902.17430-1b6704b6-72f3,resenc_VoCo_pretrained_multi_t1_t1gd_t2_flair_2025-08-10_10-37-05,crashed,2025-08-10T10:37:35Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_multi_t1_t1gd_t2_flair/runs/7245177902.17430-1b6704b6-72f3,,4ed78b82-1f1f-45e7-b0e8-f47289c1b104,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
