run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_pretrained_checkpoint_path,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_token_aggregation_method,config_use_brainiac_preprocessing,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_slice_aggregation,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_dinov2_model_name,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch
7245992638.64167-44021e7a-2c72,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1wce_2025-08-01_00-32-26,finished,2025-08-01T00:33:07Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245992638.64167-44021e7a-2c72,,470be69c-6c96-4268-b595-c7566adb10bd,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.5242413282394409,0.5179703831672668,0.5,0.33076924085617065,0.7226623892784119,0.8100886344909668,0.8234322667121887,0.7428107261657715,0.7417910099029541,0.5864973068237305,0.5080902576446533,0.5063364505767822,0.5357142686843872,0.5338648557662964,0.7892714738845825,24179,1000,1754032565.052064,200,3.8076210902182585e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245977397.39144-23029ed7-f8de,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1wce_2025-08-01_04-35-24,finished,2025-08-01T04:36:03Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245977397.39144-23029ed7-f8de,,dcd0796f-6722-48f5-a039-f62b6960e763,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,2e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.4925675392150879,0.481501042842865,0.4651162922382355,0.31496062874794006,0.7198545336723328,0.7904475927352905,0.8063544034957886,0.7434601187705994,0.7434024810791016,0.5971752405166626,0.5235748887062073,0.5288018584251404,0.547523021697998,0.5469100475311279,0.786382257938385,24152,1000,1754047114.6197648,200,1.5230484360873043e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245976596.31474-deaa17e1-5e94,resenc_time_conditioned_pretrained_t1wce_2025-08-01_06-12-55,finished,2025-08-01T04:54:44Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245976596.31474-deaa17e1-5e94,,c010bf52-1ef9-43c6-bca5-776e6ea89b28,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,2e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.5721116065979004,0.5560253858566284,0.4978858232498169,0.44035089015960693,0.6970524191856384,0.6294292211532593,0.6481910943984985,0.5904452800750732,0.5903957486152649,0.6693904995918274,0.4850287437438965,0.48228687047958374,0.5054723620414734,0.5049189925193787,0.7192978858947754,29431,1141,1754054065.5861435,200,1.5230484360873043e-09,23400,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245974797.79415-74ad1721-e388,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1wce_2025-08-01_06-02-38,finished,2025-08-01T05:27:46Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245974797.79415-74ad1721-e388,,fe621d8a-ccd2-4891-9328-1e07989e0681,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,2e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.5099515914916992,0.4764799475669861,0.5113636255264282,0.35555556416511536,0.7018929719924927,0.678062379360199,0.6906864643096924,0.6308904886245728,0.6299688816070557,0.6536274552345276,0.5537150502204895,0.5532834529876709,0.5527073740959167,0.550815224647522,0.7170056700706482,27264,1024,1754054349.5078363,200,1.5230484360873043e-09,93000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245973968.00377-6272a311-d24d,resenc_time_conditioned_pretrained_t1wce_2025-08-01_05-37-28,finished,2025-08-01T05:39:01Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245973968.00377-6272a311-d24d,,3289c3a6-a537-4126-a13c-ceb36761b016,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,2e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.4391173720359802,0.4045982956886291,0.5,0.33076924085617065,0.6948680281639099,0.6392224431037903,0.6523562073707581,0.6371985673904419,0.6372989416122437,0.6680626273155212,0.5652528405189514,0.5408986210823059,0.5118087530136108,0.5090152621269226,0.7110121250152588,30401,1000,1754057137.2348378,200,1.5230484360873043e-09,93000,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245973092.57632-e21ef146-c386,brainiac_pretrained_t1wce_2025-08-01_05-47-41,finished,2025-08-01T05:48:16Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245973092.57632-e21ef146-c386,,abf46d1c-1cf0-4b61-ad12-58db5eb65b0e,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,0.0,0.5182786583900452,0.5269556045532227,0.5,0.33076924085617065,0.6993871331214905,0.510567307472229,0.501910924911499,0.4842764437198639,0.42015883326530457,0.6935019493103027,0.4978823661804199,0.5028801560401917,0.44873273372650146,0.3843477964401245,0.6932538747787476,12336,500,1754039630.562305,100,3.854818796385494e-08,11700,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245972273.47266-771584c4-3f57,mri_core_pretrained_t1wce_2025-08-01_06-02-28,finished,2025-08-01T06:03:00Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245972273.47266-771584c4-3f57,,42ac0add-6650-4eaa-91e1-6f37ac9f2161,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,0.5,0.4800516963005066,0.43710359930992126,0.5,0.3358778655529022,0.6931926608085632,0.4966226816177368,0.4944526553153992,0.495500922203064,0.4645454585552216,0.6944506168365479,0.5246599912643433,0.531682014465332,0.5,0.3444444537162781,0.6924336552619934,23192,500,1754051370.3401425,100,3.854818796385494e-08,23300,,mean,,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,mean,,,,,,,,,,,,,,,,
7245971455.04205-5cf7d9ce-c471,brainmvp_pretrained_t1wce_2025-08-01_06-27-42,finished,2025-08-01T06:28:16Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245971455.04205-5cf7d9ce-c471,,22001013-e709-414c-bbe3-bb0e98fd9f80,t-jiachentu,False,0,Classification,100,False,brainmvp,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,0.0,0.5360926389694214,0.5325052738189697,0.5301268696784973,0.5224260091781616,0.6930938959121704,0.5786168575286865,0.5815770030021667,0.523283839225769,0.5107043385505676,0.6863980293273926,0.5317495465278625,0.5322580337524414,0.5400345325469971,0.5298123359680176,0.6933315992355347,10237,500,1754039932.473782,100,3.854818796385494e-08,11700,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245970657.62271-f308118e-5b84,resenc_time_conditioned_pretrained_t1wce_2025-08-01_06-29-01,finished,2025-08-01T06:29:46Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245970657.62271-f308118e-5b84,,e2fa5c65-0491-4e3b-8e14-83dd1cc48cc5,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.4762543439865112,0.4064481854438782,0.5,0.33076924085617065,0.694735586643219,0.5427797436714172,0.5442115068435669,0.5,0.34507042169570923,0.6915034055709839,0.5394368767738342,0.5305299758911133,0.5,0.3444444537162781,0.6923224329948425,28894,1000,1754058677.3118277,200,7.615242180436517e-09,23400,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245969833.37472-f9e10416-8949,dinov2_pretrained_t1wce_2025-08-01_06-47-21,finished,2025-08-01T06:47:45Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245969833.37472-f9e10416-8949,,ec2ed699-d87f-4ca2-a9d0-208e46406d51,t-jiachentu,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,,0.5,0.5365257859230042,0.535148024559021,0.5,0.33076924085617065,0.7059817314147949,0.5047272443771362,0.49813544750213623,0.4820500910282135,0.4335227608680725,0.6934043765068054,0.5041512250900269,0.48473501205444336,0.5,0.3444444537162781,0.6923896670341492,18371,500,1754049234.2630403,100,3.854818796385494e-08,23300,,mean,True,,,,,,,,,mean,,,,facebook/dinov2-base,,,,,,,,,,,,
7245969012.99640-1e977def-9936,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1wce_2025-08-01_07-03-57,finished,2025-08-01T07:04:39Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245969012.99640-1e977def-9936,,48408334-de49-4dd5-a0c9-eab269173a0e,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.5089460611343384,0.4799154400825501,0.5,0.33076924085617065,0.738634467124939,0.6398909091949463,0.6548608541488647,0.6019943952560425,0.6020464897155762,0.6695086359977722,0.5207711458206177,0.5037442445755005,0.4769585430622101,0.4720938801765442,0.7127348780632019,28273,1000,1754060150.9126654,200,7.615242180436517e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245917778.36105-015df20e-4f34,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1wce_2025-08-01_21-09-19,finished,2025-08-01T21:09:54Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245917778.36105-015df20e-4f34,,f0dd533c-7467-4a8d-b20f-981f7f0607cd,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.457347571849823,0.4217758774757385,0.46115219593048096,0.4525371193885803,0.6983904242515564,0.7877049446105957,0.8012523651123047,0.723933219909668,0.723933219909668,0.6022638082504272,0.5737998485565186,0.5763249397277832,0.5679723620414734,0.5675170421600342,0.759009063243866,27706,1000,1754110298.7483375,200,4.5691453082619125e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245916947.53970-d0d6465a-0f8e,resenc_time_conditioned_pretrained_t1wce_2025-08-01_21-28-57,finished,2025-08-01T21:29:41Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245916947.53970-d0d6465a-0f8e,,63ac981b-96f9-4f6c-84db-57b19870c97d,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.4820218682289123,0.4685518145561218,0.5,0.33076924085617065,0.6954247951507568,0.6667091846466064,0.693589985370636,0.6420222520828247,0.640800416469574,0.6571100950241089,0.4858990013599396,0.4807027578353882,0.5072004795074463,0.5072004795074463,0.7356943488121033,28960,1000,1754112741.1062324,200,4.5691453082619125e-09,23400,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245915055.05402-bf4f1e0a-b295,mri_core_pretrained_t1wce_2025-08-01_21-54-18,finished,2025-08-01T21:54:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245915055.05402-bf4f1e0a-b295,,576bb6a0-c2c4-4bbb-8028-a774d8bd86c0,t-jiachentu,False,0,Classification,200,False,MRICore,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,False,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,0.5,0.5505003333091736,0.5224629640579224,0.5,0.33076924085617065,0.693168044090271,0.518133282661438,0.5114192962646484,0.5283395051956177,0.4781144857406616,0.692245364189148,0.5288664102554321,0.5259217023849487,0.5,0.3444444537162781,0.6923041343688965,40628,1000,1754125919.3964393,200,4.5691453082619125e-09,46600,,mean,,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,mean,,,,,,,,,,,,,,,,
7245914633.22750-73d21d85-053c,dinov2_pretrained_t1wce_2025-08-01_22-05-21,finished,2025-08-01T22:05:44Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245914633.22750-73d21d85-053c,,81f74c26-7cb6-4fd0-b348-12e1b12f9366,t-jiachentu,False,0,Classification,200,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,,0.5,0.5304532051086426,0.5272198915481567,0.5,0.3358778655529022,0.6937763690948486,0.527083694934845,0.5129313468933105,0.5122448801994324,0.4675600528717041,0.6925009489059448,0.5203959345817566,0.5264977216720581,0.5,0.3444444537162781,0.6921434998512268,30694,1000,1754116631.546395,200,4.5691453082619125e-09,46600,,mean,True,,,,,,,,,mean,,,,facebook/dinov2-base,,,,,,,,,,,,
7245914233.97069-7bbc17f2-6147,brainmvp_pretrained_t1wce_2025-08-01_22-08-14,finished,2025-08-01T22:08:49Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245914233.97069-7bbc17f2-6147,,3395ce7f-e9b3-4409-96c0-bbf6477f9b08,t-jiachentu,False,0,Classification,200,False,brainmvp,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,0.0,0.606813907623291,0.6028012633323669,0.5776955485343933,0.5456598401069641,0.6913051605224609,0.6240784525871277,0.6379406452178955,0.6015306115150452,0.6014978885650635,0.67413729429245,0.5026967525482178,0.4642857313156128,0.5008640885353088,0.35993802547454834,0.7561156153678894,18808,1000,1754104931.0377154,200,4.5691453082619125e-09,23400,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245913827.51266-072144c4-55a2,brainiac_pretrained_t1wce_2025-08-01_22-14-33,finished,2025-08-01T22:14:58Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245913827.51266-072144c4-55a2,,f67b1ae8-fee5-465d-961c-6b72785a55d5,t-jiachentu,False,0,Classification,200,False,brainiac,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,0.0,0.43678438663482666,0.3866279125213623,0.45190274715423584,0.38947367668151855,1.056117057800293,0.5918105840682983,0.6022634506225586,0.5874304175376892,0.5868096947669983,0.682195246219635,0.4854791462421417,0.4585253596305847,0.502592146396637,0.49967658519744873,0.7174919247627258,24473,1000,1754110970.7741528,200,4.5691453082619125e-09,23400,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
