run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_pretrained_path,config_token_aggregation_method,config_use_brainiac_preprocessing,config_dinov2_model_name,config_slice_aggregation,config_image_size,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_patch_size,config_freeze_encoder,config_pretrained_encoder_path,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim
7246475909.67307-a0834792-3ee1,mri_core_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-26_10-11-59,failed,2025-07-26T10:12:27Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246475909.67307-a0834792-3ee1,,7ed53422-e5ac-4c01-ae07-3ff735b83471,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0,,,,,,,,,,,,,,,,,,,,,,,
7246326356.86909-8531bc75-a40b,mri_core_frozen_multi_t1w_t1wce_t2w_flair_2025-07-28_03-43-52,finished,2025-07-28T03:44:10Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246326356.86909-8531bc75-a40b,,298cee2d-6394-4b29-a828-d02a70ee7ac3,t-jiachentu,False,0,Classification,300.0,False,mri_core_frozen,50.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,300.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,4.0,False,0.0,True,False,linear_probing,True,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,0.5,0.5042659044265747,0.45877379179000854,0.4038054943084717,0.39258861541748047,0.7008839249610901,0.5405716300010681,0.5512502193450928,0.5344456434249878,0.5338804721832275,0.7037795782089233,0.6098085045814514,0.6322580575942993,0.5800586342811584,0.5732523202896118,0.6822437644004822,175923.0,1500.0,1753850172.9252248,300.0,3.1471622649714703e-10,35100.0,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,mean,,,mean,224.0,,,,,,,,,,,
7246325558.35489-6df9c926-206e,mri_core_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-28_03-51-14,failed,2025-07-28T03:51:32Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246325558.35489-6df9c926-206e,,41a5dbb1-2add-4add-84b1-a8485ef05ec5,t-jiachentu,False,0,Classification,300.0,False,mri_core_finetune,50.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,300.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,0.5,,,,,,,,,,,,,,,,596.0,0.0,1753675269.646614,,4.761904761904763e-07,0.0,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,mean,,,mean,224.0,,,,,,,,,,,
7246324936.04707-ad5cf1ed-2615,dinov2_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-28_04-06-39,failed,2025-07-28T04:07:16Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246324936.04707-ad5cf1ed-2615,,d2afcc2e-827d-470f-af35-81280c07e059,t-jiachentu,False,0,Classification,300.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,300.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,1e-05,4.0,False,0.0,True,False,full,False,0.2,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,0.5,,,,,,,,,,,,,,,,845.0,0.0,1753676473.1677358,,4.761904761904763e-07,0.0,,,mean,True,facebook/dinov2-base,mean,,,,,,,,,,,,
7246244941.23259-a816a1bc-8922,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-29_02-17-14,finished,2025-07-29T02:18:27Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246244941.23259-a816a1bc-8922,,9d083b50-33ad-4d63-81b0-0449d2275470,t-jiachentu,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,0.2,0.4942319393157959,0.44503170251846313,0.4733086824417114,0.45506536960601807,0.7056351900100708,0.6285958290100098,0.6339724063873291,0.5823994874954224,0.5821044445037842,0.6753031015396118,0.5431233644485474,0.5248882174491882,0.4997019171714782,0.48851239681243896,0.7057398557662964,14187.0,500.0,1753769692.4344492,100.0,1.927409398192747e-08,5900.0,,,,,,,,,,,,,,,,,,
7246244305.47764-dbe06c85-0079,mri_core_frozen_multi_t1w_t1wce_t2w_flair_2025-07-29_02-32-58,finished,2025-07-29T02:34:29Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246244305.47764-dbe06c85-0079,,730a7daf-f6d4-4242-9f9a-d0d677fc228e,t-jiachentu,False,0,Classification,100.0,False,MRICore,100.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,0.5,0.5072016716003418,0.4902219772338867,0.5,0.33076924085617065,0.6931579113006592,0.4628758728504181,0.44069981575012207,0.4516589939594269,0.41331034898757935,0.6990649104118347,0.5165236592292786,0.4921013116836548,0.5,0.3446327745914459,0.6922733187675476,17035.0,500.0,1753773503.116884,100.0,1.927409398192747e-08,11700.0,,,mean,,,mean,224.0,12.0,768.0,4.0,12.0,512.0,16.0,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,,
7246242684.67533-34d1d3c6-906b,dinov2_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-29_03-03-51,finished,2025-07-29T03:04:11Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246242684.67533-34d1d3c6-906b,,aa7c8be4-0247-4d2b-aa80-a8bdf379ec1d,t-jiachentu,False,0,Classification,100.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,0.5,0.4797658920288086,0.4437103271484375,0.4997357130050659,0.34986412525177,0.696297287940979,0.6161419153213501,0.626263439655304,0.6034387946128845,0.601283073425293,0.6764186024665833,0.543588399887085,0.5184798240661621,0.48330849409103394,0.474145233631134,0.7010013461112976,28656.0,500.0,1753786906.6905696,100.0,1.927409398192747e-08,46800.0,,,mean,True,facebook/dinov2-base,mean,,,,,,,,,,,,
7246242496.55075-8fc58e2b-7700,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-29_03-06-20,crashed,2025-07-29T03:06:47Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246242496.55075-8fc58e2b-7700,,b60790a3-f058-41e8-baf8-e6a64ee94b52,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246233208.62199-da409d22-e5f7,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-29_05-36-36,finished,2025-07-29T05:37:06Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246233208.62199-da409d22-e5f7,,30af2e96-b76b-4172-b420-2a91b6eadfe3,t-jiachentu,False,0,Classification,100.0,False,ResEncoderMultiModal_Classifier,100.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,False,epochwise,0.2,0.4938583970069885,0.4603593945503235,0.42336151003837585,0.4076797366142273,0.7050284743309021,0.6381090879440308,0.640628457069397,0.5895956754684448,0.5895849466323853,0.6725425124168396,0.5023602843284607,0.5061102509498596,0.5143070220947266,0.49425286054611206,0.7192293405532837,8110.0,500.0,1753775536.0956216,100.0,1.927409398192747e-08,11700.0,,,,,,,,,,,,,,,,,,
7246151311.93344-388040e7-c0ed,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-30_04-35-01,crashed,2025-07-30T04:35:38Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246151311.93344-388040e7-c0ed,,8839816c-7930-45a6-b6aa-b6a415bef805,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246149357.05659-2b96f3d7-b9e9,resenc_time_conditioned_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-30_04-55-51,finished,2025-07-30T04:56:34Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246149357.05659-2b96f3d7-b9e9,,dd209ef6-bdff-489a-b5eb-036fa55280d1,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-06,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,0.5,0.5413148403167725,0.551268458366394,0.5081923604011536,0.48364388942718506,0.7222368717193604,0.9429652094841005,0.9425035119056702,0.8689848184585571,0.86922287940979,0.4730153679847718,0.47741585969924927,0.4390462040901184,0.5232488512992859,0.5229906439781189,0.9881443381309508,51080.0,1000.0,1753902473.2579844,200.0,3.8076210902182607e-10,23400.0,,,cls_token,,,,,,,,,,,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,256.0,0.5,64.0
7246128221.83741-c29bca64-c719,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-30_10-41-23,crashed,2025-07-30T10:41:59Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246128221.83741-c29bca64-c719,,d9635fb5-ae14-4962-bde0-2953d5b87a17,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246127137.95956-e4b77bdd-f57e,resenc_time_conditioned_pretrained_multi_t1w_t1wce_t2w_flair_2025-07-30_10-59-42,finished,2025-07-30T11:00:28Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_rsna_miccai_brain_tumor_mgmt_methylation_multi_t1w_t1wce_t2w_flair/runs/7246127137.95956-e4b77bdd-f57e,,37427975-40ab-4b45-add8-bf3d4846698c,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,5e-06,4.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,mgmt_methylation,False,power,3.0,False,1.0,True,epochwise,0.5,0.5413148403167725,0.551268458366394,0.5081923604011536,0.48364388942718506,0.7222368717193604,0.9429652094841005,0.9425035119056702,0.8689848184585571,0.86922287940979,0.4730153679847718,0.47741585969924927,0.4390462040901184,0.5232488512992859,0.5229906439781189,0.9881443381309508,52930.0,1000.0,1753926153.040129,200.0,3.8076210902182607e-10,23400.0,,,cls_token,,,,,,,,,,,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,256.0,0.5,64.0
